movie_id,recommendations
122917,"[{'index': 1, 'movie_id': 49051}, {'index': 2, 'movie_id': 57158}, {'index': 3, 'movie_id': 121}, {'index': 4, 'movie_id': 120}, {'index': 5, 'movie_id': 122}, {'index': 6, 'movie_id': 68735}, {'index': 7, 'movie_id': 1271}, {'index': 8, 'movie_id': 607}, {'index': 9, 'movie_id': 257932}, {'index': 10, 'movie_id': 69848}]"
1930,"[{'index': 1, 'movie_id': 32740}, {'index': 2, 'movie_id': 215918}, {'index': 3, 'movie_id': 16441}, {'index': 4, 'movie_id': 152747}, {'index': 5, 'movie_id': 37165}, {'index': 6, 'movie_id': 1590}, {'index': 7, 'movie_id': 13223}, {'index': 8, 'movie_id': 157185}, {'index': 9, 'movie_id': 27936}, {'index': 10, 'movie_id': 16538}]"
20662,"[{'index': 1, 'movie_id': 10786}, {'index': 2, 'movie_id': 2270}, {'index': 3, 'movie_id': 13197}, {'index': 4, 'movie_id': 16112}, {'index': 5, 'movie_id': 8367}, {'index': 6, 'movie_id': 354110}, {'index': 7, 'movie_id': 188207}, {'index': 8, 'movie_id': 152747}, {'index': 9, 'movie_id': 16651}, {'index': 10, 'movie_id': 9476}]"
57158,"[{'index': 1, 'movie_id': 49051}, {'index': 2, 'movie_id': 122917}, {'index': 3, 'movie_id': 121}, {'index': 4, 'movie_id': 120}, {'index': 5, 'movie_id': 82702}, {'index': 6, 'movie_id': 5494}, {'index': 7, 'movie_id': 257932}, {'index': 8, 'movie_id': 6278}, {'index': 9, 'movie_id': 10800}, {'index': 10, 'movie_id': 122}]"
2268,"[{'index': 1, 'movie_id': 417859}, {'index': 2, 'movie_id': 2309}, {'index': 3, 'movie_id': 267935}, {'index': 4, 'movie_id': 34723}, {'index': 5, 'movie_id': 17578}, {'index': 6, 'movie_id': 118340}, {'index': 7, 'movie_id': 15173}, {'index': 8, 'movie_id': 44115}, {'index': 9, 'movie_id': 116711}, {'index': 10, 'movie_id': 37206}]"
254,"[{'index': 1, 'movie_id': 8619}, {'index': 2, 'movie_id': 20406}, {'index': 3, 'movie_id': 2669}, {'index': 4, 'movie_id': 173}, {'index': 5, 'movie_id': 1966}, {'index': 6, 'movie_id': 119458}, {'index': 7, 'movie_id': 17578}, {'index': 8, 'movie_id': 503}, {'index': 9, 'movie_id': 9570}, {'index': 10, 'movie_id': 4960}]"
597,"[{'index': 1, 'movie_id': 9645}, {'index': 2, 'movie_id': 24575}, {'index': 3, 'movie_id': 11036}, {'index': 4, 'movie_id': 32579}, {'index': 5, 'movie_id': 2669}, {'index': 6, 'movie_id': 115872}, {'index': 7, 'movie_id': 503}, {'index': 8, 'movie_id': 57165}, {'index': 9, 'movie_id': 1865}, {'index': 10, 'movie_id': 8981}]"
271110,"[{'index': 1, 'movie_id': 1771}, {'index': 2, 'movie_id': 100402}, {'index': 3, 'movie_id': 68721}, {'index': 4, 'movie_id': 99861}, {'index': 5, 'movie_id': 1726}, {'index': 6, 'movie_id': 24428}, {'index': 7, 'movie_id': 10138}, {'index': 8, 'movie_id': 126509}, {'index': 9, 'movie_id': 281230}, {'index': 10, 'movie_id': 72431}]"
44833,"[{'index': 1, 'movie_id': 32740}, {'index': 2, 'movie_id': 87421}, {'index': 3, 'movie_id': 82700}, {'index': 4, 'movie_id': 1930}, {'index': 5, 'movie_id': 11260}, {'index': 6, 'movie_id': 46529}, {'index': 7, 'movie_id': 39269}, {'index': 8, 'movie_id': 152747}, {'index': 9, 'movie_id': 49529}, {'index': 10, 'movie_id': 39513}]"
135397,"[{'index': 1, 'movie_id': 329}, {'index': 2, 'movie_id': 330}, {'index': 3, 'movie_id': 77951}, {'index': 4, 'movie_id': 331}, {'index': 5, 'movie_id': 105864}, {'index': 6, 'movie_id': 78394}, {'index': 7, 'movie_id': 94352}, {'index': 8, 'movie_id': 30379}, {'index': 9, 'movie_id': 87101}, {'index': 10, 'movie_id': 18162}]"
37724,"[{'index': 1, 'movie_id': 206647}, {'index': 2, 'movie_id': 36670}, {'index': 3, 'movie_id': 700}, {'index': 4, 'movie_id': 10764}, {'index': 5, 'movie_id': 646}, {'index': 6, 'movie_id': 36669}, {'index': 7, 'movie_id': 253}, {'index': 8, 'movie_id': 667}, {'index': 9, 'movie_id': 10871}, {'index': 10, 'movie_id': 9486}]"
558,"[{'index': 1, 'movie_id': 559}, {'index': 2, 'movie_id': 557}, {'index': 3, 'movie_id': 1930}, {'index': 4, 'movie_id': 102382}, {'index': 5, 'movie_id': 10138}, {'index': 6, 'movie_id': 152747}, {'index': 7, 'movie_id': 16538}, {'index': 8, 'movie_id': 102899}, {'index': 9, 'movie_id': 2312}, {'index': 10, 'movie_id': 293660}]"
68721,"[{'index': 1, 'movie_id': 10138}, {'index': 2, 'movie_id': 1726}, {'index': 3, 'movie_id': 271110}, {'index': 4, 'movie_id': 99861}, {'index': 5, 'movie_id': 24428}, {'index': 6, 'movie_id': 36657}, {'index': 7, 'movie_id': 102899}, {'index': 8, 'movie_id': 1771}, {'index': 9, 'movie_id': 100402}, {'index': 10, 'movie_id': 118340}]"
12155,"[{'index': 1, 'movie_id': 241259}, {'index': 2, 'movie_id': 164372}, {'index': 3, 'movie_id': 14517}, {'index': 4, 'movie_id': 58595}, {'index': 5, 'movie_id': 118}, {'index': 6, 'movie_id': 1887}, {'index': 7, 'movie_id': 1165}, {'index': 8, 'movie_id': 4523}, {'index': 9, 'movie_id': 408}, {'index': 10, 'movie_id': 129}]"
36668,"[{'index': 1, 'movie_id': 36657}, {'index': 2, 'movie_id': 127585}, {'index': 3, 'movie_id': 2080}, {'index': 4, 'movie_id': 49538}, {'index': 5, 'movie_id': 246655}, {'index': 6, 'movie_id': 36658}, {'index': 7, 'movie_id': 76170}, {'index': 8, 'movie_id': 31867}, {'index': 9, 'movie_id': 8850}, {'index': 10, 'movie_id': 607}]"
62211,"[{'index': 1, 'movie_id': 9297}, {'index': 2, 'movie_id': 77459}, {'index': 3, 'movie_id': 585}, {'index': 4, 'movie_id': 16508}, {'index': 5, 'movie_id': 50135}, {'index': 6, 'movie_id': 9907}, {'index': 7, 'movie_id': 14175}, {'index': 8, 'movie_id': 7450}, {'index': 9, 'movie_id': 315011}, {'index': 10, 'movie_id': 189711}]"
8373,"[{'index': 1, 'movie_id': 1858}, {'index': 2, 'movie_id': 91314}, {'index': 3, 'movie_id': 38356}, {'index': 4, 'movie_id': 27205}, {'index': 5, 'movie_id': 2080}, {'index': 6, 'movie_id': 76170}, {'index': 7, 'movie_id': 16112}, {'index': 8, 'movie_id': 8831}, {'index': 9, 'movie_id': 9334}, {'index': 10, 'movie_id': 84329}]"
91314,"[{'index': 1, 'movie_id': 1858}, {'index': 2, 'movie_id': 38356}, {'index': 3, 'movie_id': 8373}, {'index': 4, 'movie_id': 146631}, {'index': 5, 'movie_id': 10643}, {'index': 6, 'movie_id': 240832}, {'index': 7, 'movie_id': 1927}, {'index': 8, 'movie_id': 44912}, {'index': 9, 'movie_id': 849}, {'index': 10, 'movie_id': 205126}]"
68728,"[{'index': 1, 'movie_id': 630}, {'index': 2, 'movie_id': 59981}, {'index': 3, 'movie_id': 13155}, {'index': 4, 'movie_id': 11359}, {'index': 5, 'movie_id': 9626}, {'index': 6, 'movie_id': 411}, {'index': 7, 'movie_id': 121}, {'index': 8, 'movie_id': 181533}, {'index': 9, 'movie_id': 76285}, {'index': 10, 'movie_id': 2309}]"
102382,"[{'index': 1, 'movie_id': 1930}, {'index': 2, 'movie_id': 559}, {'index': 3, 'movie_id': 557}, {'index': 4, 'movie_id': 16538}, {'index': 5, 'movie_id': 558}, {'index': 6, 'movie_id': 157185}, {'index': 7, 'movie_id': 9870}, {'index': 8, 'movie_id': 266647}, {'index': 9, 'movie_id': 8831}, {'index': 10, 'movie_id': 849}]"
20526,"[{'index': 1, 'movie_id': 1090}, {'index': 2, 'movie_id': 10991}, {'index': 3, 'movie_id': 10950}, {'index': 4, 'movie_id': 32740}, {'index': 5, 'movie_id': 82700}, {'index': 6, 'movie_id': 10159}, {'index': 7, 'movie_id': 16441}, {'index': 8, 'movie_id': 10535}, {'index': 9, 'movie_id': 62}, {'index': 10, 'movie_id': 1858}]"
49013,"[{'index': 1, 'movie_id': 920}, {'index': 2, 'movie_id': 17711}, {'index': 3, 'movie_id': 11451}, {'index': 4, 'movie_id': 228326}, {'index': 5, 'movie_id': 10477}, {'index': 6, 'movie_id': 13053}, {'index': 7, 'movie_id': 140300}, {'index': 8, 'movie_id': 145220}, {'index': 9, 'movie_id': 20542}, {'index': 10, 'movie_id': 168259}]"
44912,"[{'index': 1, 'movie_id': 146631}, {'index': 2, 'movie_id': 171424}, {'index': 3, 'movie_id': 1979}, {'index': 4, 'movie_id': 36549}, {'index': 5, 'movie_id': 71469}, {'index': 6, 'movie_id': 76757}, {'index': 7, 'movie_id': 13475}, {'index': 8, 'movie_id': 91314}, {'index': 9, 'movie_id': 14164}, {'index': 10, 'movie_id': 1858}]"
10193,"[{'index': 1, 'movie_id': 863}, {'index': 2, 'movie_id': 862}, {'index': 3, 'movie_id': 11551}, {'index': 4, 'movie_id': 50135}, {'index': 5, 'movie_id': 137106}, {'index': 6, 'movie_id': 14175}, {'index': 7, 'movie_id': 9907}, {'index': 8, 'movie_id': 9297}, {'index': 9, 'movie_id': 13053}, {'index': 10, 'movie_id': 13700}]"
534,"[{'index': 1, 'movie_id': 280}, {'index': 2, 'movie_id': 218}, {'index': 3, 'movie_id': 87101}, {'index': 4, 'movie_id': 296}, {'index': 5, 'movie_id': 12244}, {'index': 6, 'movie_id': 20504}, {'index': 7, 'movie_id': 198663}, {'index': 8, 'movie_id': 9659}, {'index': 9, 'movie_id': 76341}, {'index': 10, 'movie_id': 10803}]"
168259,"[{'index': 1, 'movie_id': 41283}, {'index': 2, 'movie_id': 12877}, {'index': 3, 'movie_id': 10477}, {'index': 4, 'movie_id': 72086}, {'index': 5, 'movie_id': 7459}, {'index': 6, 'movie_id': 299145}, {'index': 7, 'movie_id': 41009}, {'index': 8, 'movie_id': 27936}, {'index': 9, 'movie_id': 16112}, {'index': 10, 'movie_id': 16441}]"
72190,"[{'index': 1, 'movie_id': 30379}, {'index': 2, 'movie_id': 19959}, {'index': 3, 'movie_id': 11324}, {'index': 4, 'movie_id': 9920}, {'index': 5, 'movie_id': 24432}, {'index': 6, 'movie_id': 1576}, {'index': 7, 'movie_id': 182}, {'index': 8, 'movie_id': 1687}, {'index': 9, 'movie_id': 14161}, {'index': 10, 'movie_id': 11023}]"
127585,"[{'index': 1, 'movie_id': 36668}, {'index': 2, 'movie_id': 246655}, {'index': 3, 'movie_id': 36657}, {'index': 4, 'movie_id': 49538}, {'index': 5, 'movie_id': 76170}, {'index': 6, 'movie_id': 36658}, {'index': 7, 'movie_id': 2135}, {'index': 8, 'movie_id': 2080}, {'index': 9, 'movie_id': 87101}, {'index': 10, 'movie_id': 271110}]"
54138,"[{'index': 1, 'movie_id': 188927}, {'index': 2, 'movie_id': 13475}, {'index': 3, 'movie_id': 168}, {'index': 4, 'movie_id': 200}, {'index': 5, 'movie_id': 157}, {'index': 6, 'movie_id': 201}, {'index': 7, 'movie_id': 172}, {'index': 8, 'movie_id': 11260}, {'index': 9, 'movie_id': 193}, {'index': 10, 'movie_id': 174}]"
81005,"[{'index': 1, 'movie_id': 292481}, {'index': 2, 'movie_id': 16205}, {'index': 3, 'movie_id': 18925}, {'index': 4, 'movie_id': 267935}, {'index': 5, 'movie_id': 29339}, {'index': 6, 'movie_id': 188207}, {'index': 7, 'movie_id': 228326}, {'index': 8, 'movie_id': 184315}, {'index': 9, 'movie_id': 16353}, {'index': 10, 'movie_id': 20542}]"
64682,"[{'index': 1, 'movie_id': 307081}, {'index': 2, 'movie_id': 11324}, {'index': 3, 'movie_id': 22327}, {'index': 4, 'movie_id': 13994}, {'index': 5, 'movie_id': 324352}, {'index': 6, 'movie_id': 13223}, {'index': 7, 'movie_id': 137321}, {'index': 8, 'movie_id': 253235}, {'index': 9, 'movie_id': 301351}, {'index': 10, 'movie_id': 10339}]"
9543,"[{'index': 1, 'movie_id': 49530}, {'index': 2, 'movie_id': 16633}, {'index': 3, 'movie_id': 24420}, {'index': 4, 'movie_id': 81188}, {'index': 5, 'movie_id': 14139}, {'index': 6, 'movie_id': 13600}, {'index': 7, 'movie_id': 11232}, {'index': 8, 'movie_id': 79698}, {'index': 9, 'movie_id': 19959}, {'index': 10, 'movie_id': 21755}]"
68726,"[{'index': 1, 'movie_id': 9208}, {'index': 2, 'movie_id': 72431}, {'index': 3, 'movie_id': 75612}, {'index': 4, 'movie_id': 10724}, {'index': 5, 'movie_id': 2135}, {'index': 6, 'movie_id': 841}, {'index': 7, 'movie_id': 25763}, {'index': 8, 'movie_id': 53182}, {'index': 9, 'movie_id': 6068}, {'index': 10, 'movie_id': 8373}]"
38356,"[{'index': 1, 'movie_id': 91314}, {'index': 2, 'movie_id': 1858}, {'index': 3, 'movie_id': 8373}, {'index': 4, 'movie_id': 95}, {'index': 5, 'movie_id': 17431}, {'index': 6, 'movie_id': 11692}, {'index': 7, 'movie_id': 2157}, {'index': 8, 'movie_id': 10643}, {'index': 9, 'movie_id': 1687}, {'index': 10, 'movie_id': 88751}]"
217,"[{'index': 1, 'movie_id': 89}, {'index': 2, 'movie_id': 85}, {'index': 3, 'movie_id': 87}, {'index': 4, 'movie_id': 2059}, {'index': 5, 'movie_id': 256040}, {'index': 6, 'movie_id': 76349}, {'index': 7, 'movie_id': 12573}, {'index': 8, 'movie_id': 11478}, {'index': 9, 'movie_id': 57212}, {'index': 10, 'movie_id': 36825}]"
105864,"[{'index': 1, 'movie_id': 10567}, {'index': 2, 'movie_id': 77951}, {'index': 3, 'movie_id': 18162}, {'index': 4, 'movie_id': 78394}, {'index': 5, 'movie_id': 135397}, {'index': 6, 'movie_id': 8355}, {'index': 7, 'movie_id': 12144}, {'index': 8, 'movie_id': 10137}, {'index': 9, 'movie_id': 9607}, {'index': 10, 'movie_id': 49519}]"
62177,"[{'index': 1, 'movie_id': 10199}, {'index': 2, 'movie_id': 810}, {'index': 3, 'movie_id': 849}, {'index': 4, 'movie_id': 109445}, {'index': 5, 'movie_id': 122}, {'index': 6, 'movie_id': 102651}, {'index': 7, 'movie_id': 14164}, {'index': 8, 'movie_id': 83666}, {'index': 9, 'movie_id': 809}, {'index': 10, 'movie_id': 43867}]"
188927,"[{'index': 1, 'movie_id': 54138}, {'index': 2, 'movie_id': 200}, {'index': 3, 'movie_id': 174}, {'index': 4, 'movie_id': 199}, {'index': 5, 'movie_id': 172}, {'index': 6, 'movie_id': 152}, {'index': 7, 'movie_id': 157}, {'index': 8, 'movie_id': 201}, {'index': 9, 'movie_id': 168}, {'index': 10, 'movie_id': 13475}]"
10681,"[{'index': 1, 'movie_id': 61984}, {'index': 2, 'movie_id': 11260}, {'index': 3, 'movie_id': 5491}, {'index': 4, 'movie_id': 36825}, {'index': 5, 'movie_id': 2277}, {'index': 6, 'movie_id': 33693}, {'index': 7, 'movie_id': 604}, {'index': 8, 'movie_id': 77931}, {'index': 9, 'movie_id': 50014}, {'index': 10, 'movie_id': 2048}]"
5174,"[{'index': 1, 'movie_id': 5175}, {'index': 2, 'movie_id': 944}, {'index': 3, 'movie_id': 11702}, {'index': 4, 'movie_id': 5820}, {'index': 5, 'movie_id': 2088}, {'index': 6, 'movie_id': 300671}, {'index': 7, 'movie_id': 51955}, {'index': 8, 'movie_id': 27342}, {'index': 9, 'movie_id': 9268}, {'index': 10, 'movie_id': 10461}]"
14161,"[{'index': 1, 'movie_id': 9341}, {'index': 2, 'movie_id': 47933}, {'index': 3, 'movie_id': 88751}, {'index': 4, 'movie_id': 55420}, {'index': 5, 'movie_id': 61984}, {'index': 6, 'movie_id': 30379}, {'index': 7, 'movie_id': 82700}, {'index': 8, 'movie_id': 66767}, {'index': 9, 'movie_id': 72190}, {'index': 10, 'movie_id': 56288}]"
17979,"[{'index': 1, 'movie_id': 113406}, {'index': 2, 'movie_id': 13223}, {'index': 3, 'movie_id': 2013}, {'index': 4, 'movie_id': 215918}, {'index': 5, 'movie_id': 16112}, {'index': 6, 'movie_id': 158150}, {'index': 7, 'movie_id': 27936}, {'index': 8, 'movie_id': 37165}, {'index': 9, 'movie_id': 36825}, {'index': 10, 'movie_id': 152747}]"
76757,"[{'index': 1, 'movie_id': 49521}, {'index': 2, 'movie_id': 78394}, {'index': 3, 'movie_id': 6795}, {'index': 4, 'movie_id': 80274}, {'index': 5, 'movie_id': 7450}, {'index': 6, 'movie_id': 146631}, {'index': 7, 'movie_id': 19995}, {'index': 8, 'movie_id': 12704}, {'index': 9, 'movie_id': 11260}, {'index': 10, 'movie_id': 44912}]"
258489,"[{'index': 1, 'movie_id': 283671}, {'index': 2, 'movie_id': 14873}, {'index': 3, 'movie_id': 2989}, {'index': 4, 'movie_id': 10603}, {'index': 5, 'movie_id': 172385}, {'index': 6, 'movie_id': 16112}, {'index': 7, 'movie_id': 20406}, {'index': 8, 'movie_id': 13197}, {'index': 9, 'movie_id': 37165}, {'index': 10, 'movie_id': 1579}]"
411,"[{'index': 1, 'movie_id': 2454}, {'index': 2, 'movie_id': 10140}, {'index': 3, 'movie_id': 630}, {'index': 4, 'movie_id': 274854}, {'index': 5, 'movie_id': 290595}, {'index': 6, 'movie_id': 310131}, {'index': 7, 'movie_id': 9100}, {'index': 8, 'movie_id': 10439}, {'index': 9, 'movie_id': 224141}, {'index': 10, 'movie_id': 9760}]"
246655,"[{'index': 1, 'movie_id': 49538}, {'index': 2, 'movie_id': 36657}, {'index': 3, 'movie_id': 36668}, {'index': 4, 'movie_id': 127585}, {'index': 5, 'movie_id': 2080}, {'index': 6, 'movie_id': 36658}, {'index': 7, 'movie_id': 76170}, {'index': 8, 'movie_id': 10138}, {'index': 9, 'movie_id': 271331}, {'index': 10, 'movie_id': 102899}]"
155,"[{'index': 1, 'movie_id': 49026}, {'index': 2, 'movie_id': 272}, {'index': 3, 'movie_id': 268}, {'index': 4, 'movie_id': 268}, {'index': 5, 'movie_id': 414}, {'index': 6, 'movie_id': 364}, {'index': 7, 'movie_id': 142061}, {'index': 8, 'movie_id': 415}, {'index': 9, 'movie_id': 209112}, {'index': 10, 'movie_id': 22600}]"
14160,"[{'index': 1, 'movie_id': 4599}, {'index': 2, 'movie_id': 328111}, {'index': 3, 'movie_id': 14306}, {'index': 4, 'movie_id': 37165}, {'index': 5, 'movie_id': 421}, {'index': 6, 'movie_id': 11090}, {'index': 7, 'movie_id': 2687}, {'index': 8, 'movie_id': 150540}, {'index': 9, 'movie_id': 16643}, {'index': 10, 'movie_id': 57800}]"
15512,"[{'index': 1, 'movie_id': 7450}, {'index': 2, 'movie_id': 20856}, {'index': 3, 'movie_id': 440}, {'index': 4, 'movie_id': 146631}, {'index': 5, 'movie_id': 4965}, {'index': 6, 'movie_id': 395}, {'index': 7, 'movie_id': 11260}, {'index': 8, 'movie_id': 6795}, {'index': 9, 'movie_id': 10208}, {'index': 10, 'movie_id': 602}]"
1726,"[{'index': 1, 'movie_id': 10138}, {'index': 2, 'movie_id': 68721}, {'index': 3, 'movie_id': 99861}, {'index': 4, 'movie_id': 271110}, {'index': 5, 'movie_id': 24428}, {'index': 6, 'movie_id': 102899}, {'index': 7, 'movie_id': 118340}, {'index': 8, 'movie_id': 36657}, {'index': 9, 'movie_id': 2080}, {'index': 10, 'movie_id': 36658}]"
44826,"[{'index': 1, 'movie_id': 36825}, {'index': 2, 'movie_id': 215918}, {'index': 3, 'movie_id': 256962}, {'index': 4, 'movie_id': 16441}, {'index': 5, 'movie_id': 1930}, {'index': 6, 'movie_id': 1590}, {'index': 7, 'movie_id': 152747}, {'index': 8, 'movie_id': 2013}, {'index': 9, 'movie_id': 2755}, {'index': 10, 'movie_id': 36584}]"
8487,"[{'index': 1, 'movie_id': 196}, {'index': 2, 'movie_id': 322443}, {'index': 3, 'movie_id': 9023}, {'index': 4, 'movie_id': 17711}, {'index': 5, 'movie_id': 2135}, {'index': 6, 'movie_id': 68818}, {'index': 7, 'movie_id': 607}, {'index': 8, 'movie_id': 43090}, {'index': 9, 'movie_id': 608}, {'index': 10, 'movie_id': 14199}]"
